huspacy dep (converted) == emagyar dep,huspacy head == emagyar head,huspacy dep ud,huspacy dep converted,huspacy head,emagyar dep,emagyar head,huspacy token,emagyar token
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Országgyűlés|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,False,|(nmod:att)|,|ATT|,|frakcióvezető|,|NE|,|Péter|,|Ungár|,|Ungár|
False,False,|(flat:name)|,|NE|,|Ungár|,|ATT|,|úrnak|,|Péter|,|Péter|
False,False,|(conj)|,|CONJ|,|adom|,|ATT|,|részéről|,|LMP|,|LMP|
False,False,|(ROOT)|,|ROOT|,|UNGÁR|,|NE|,|PÉTER|,|UNGÁR|,|UNGÁR|
False,False,|(flat:name)|,|NE|,|UNGÁR|,|SUBJ|,|Köszönöm|,|PÉTER|,|PÉTER|
False,False,|(appos)|,|MODE|,|UNGÁR|,|APPEND|,|PÉTER|,|LMP|,|LMP|
False,False,|(parataxis)|,|DEP|,|UNGÁR|,|ROOT|,|Köszönöm|,|Köszönöm|,|Köszönöm|
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Országgyűlés|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,False,|(obl)|,|OBL|,|tartó|,|ATT|,|óta|,|1990|,|1990|
False,False,|(case)|,|MODE|,|1990|,|TFROM|,|tartó|,|óta|,|óta|
False,False,|(ROOT)|,|ROOT|,|folyamat|,|SUBJ|,|járt|,|folyamat|,|folyamat|
False,False,|(acl)|,|ATT|,|folyamat|,|PRED|,|volt|,|folyamata|,|folyamata|
False,False,|(cop)|,|AUX|,|folyamata|,|ATT|,|járt|,|volt|,|volt|
False,False,|(conj)|,|CONJ|,|folyamata|,|ROOT|,|járt|,|járt|,|járt|
False,False,|(obl)|,|OBL|,|járt|,|ATT|,|számára|,|Magyarország|,|Magyarország|
False,False,|(conj)|,|CONJ|,|folyamat|,|TLOCY|,|járt|,|kialakult|,|kialakult|
False,False,|(punct)|,|PUNCT|,|HEAD IS WHITESPACE!|,|SUBJ|,|szólt|,|az|,|az|
False,False,|(csubj)|,|SUBJ|,|HEAD IS WHITESPACE!|,|ROOT|,|szólt|,|szólt|,|szólt|
False,False,|(mark)|,|DEP|,|betagozódjon|,|CONJ|,|szólt|,|hogy|,|hogy|
False,False,|(amod:att)|,|ATT|,|rendszerbe|,|SUBJ|,|betagozódjon|,|neoliberális|,|neoliberális|
False,False,|(ccomp:obl)|,|OBL|,|szólt|,|ATT|,|hogy|,|betagozódjon|,|betagozódjon|
False,False,|(cc)|,|COORD|,|beszéltünk|,|CONJ|,|betagozódjon|,|de|,|de|
False,False,|(conj)|,|CONJ|,|betagozódjon|,|COORD|,|de|,|beszéltünk|,|beszéltünk|
False,False,|(cc)|,|COORD|,|képzünk|,|CONJ|,|megszűnt|,|és|,|és|
False,False,|(obl)|,|OBL|,|képzünk|,|ATT|,|miatt|,|agyelszívás|,|agyelszívás|
False,False,|(conj)|,|CONJ|,|megszűnt|,|COORD|,|és|,|képzünk|,|képzünk|
False,False,|(obl)|,|OBL|,|megtalálni|,|ATT|,|miatt|,|bérelőny|,|bérelőny|
False,False,|(nmod:att)|,|ATT|,|közgazdász|,|NE|,|Piketty|,|Thomas|,|Thomas|
False,False,|(flat:name)|,|NE|,|Thomas|,|ATT|,|közgazdász|,|Piketty|,|Piketty|
False,False,|(compound:preverb)|,|PREVERB|,|számolta|,|MODE|,|nemrég|,|ki|,|ki|
False,False,|(mark)|,|DEP|,|kap|,|CONJ|,|számolta|,|hogy|,|hogy|
False,False,|(amod:att)|,|ATT|,|pénzt|,|SUBJ|,|kap|,|amennyi|,|amennyi|
False,False,|(punct)|,|PUNCT|,|kap|,|ATT|,|Uniótól|,|Európai|,|Európai|
False,False,|(flat:name)|,|NE|,|Európai|,|OBL|,|kap|,|Uniótól|,|Uniótól|
False,False,|(advcl)|,|ATT|,|számolta|,|COORD|,|kap|,|visznek|,|visznek|
False,False,|(nmod:att)|,|ATT|,|profitként|,|SUBJ|,|visznek|,|cégek|,|cégek|
False,False,|(nsubj)|,|SUBJ|,|nullszaldós|,|DET|,|egyenleg|,|ez|,|ez|
False,False,|(nmod:att)|,|ATT|,|nullszaldós|,|ROOT|,|egyenleg|,|egyenleg|,|egyenleg|
False,False,|(ROOT)|,|ROOT|,|nullszaldós|,|ATT|,|egyenleg|,|nullszaldós|,|nullszaldós|
False,False,|(nsubj)|,|SUBJ|,|HEAD IS WHITESPACE!|,|COORD|,|az|,|helyzet|,|helyzet|
False,False,|(punct)|,|PUNCT|,|HEAD IS WHITESPACE!|,|ROOT|,|az|,|az|,|az|
False,False,|(mark)|,|DEP|,|volt|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(csubj)|,|SUBJ|,|HEAD IS WHITESPACE!|,|ATT|,|hogy|,|volt|,|volt|
False,False,|(punct)|,|PUNCT|,|’|,|ATT|,|óta|,|90|,|90|
False,False,|(case)|,|MODE|,|90|,|TFROM|,|volt|,|óta|,|óta|
False,False,|(mark)|,|DEP|,|kiárusítsa|,|CONJ|,|volt|,|hogy|,|hogy|
False,False,|(ccomp:obj)|,|OBJ|,|90|,|ATT|,|hogy|,|kiárusítsa|,|kiárusítsa|
False,False,|(ccomp:obl)|,|OBL|,|volt|,|COORD|,|kiárusítsa|,|beengedje|,|beengedje|
False,False,|(cc)|,|COORD|,|megnyissa|,|CONJ|,|beengedje|,|és|,|és|
False,False,|(mark)|,|DEP|,|megnyissa|,|COORD|,|és|,|hogy|,|hogy|
False,False,|(conj)|,|CONJ|,|beengedje|,|ATT|,|hogy|,|megnyissa|,|megnyissa|
False,False,|(nsubj)|,|SUBJ|,|megnyissa|,|ATT|,|előtt|,|áruk|,|áruk|
False,False,|(cc)|,|COORD|,|tőke|,|CONJ|,|áruk|,|és|,|és|
False,False,|(conj)|,|CONJ|,|áruk|,|COORD|,|és|,|tőke|,|tőke|
False,False,|(nsubj)|,|SUBJ|,|az|,|ATT|,|korlátozása|,|probléma|,|probléma|
False,False,|(mark)|,|DEP|,|volt|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(nmod:att)|,|ATT|,|korlátozása|,|DAT|,|volt|,|folyamatnak|,|folyamatnak|
False,False,|(ccomp:pred)|,|PRED|,|az|,|ATT|,|hogy|,|volt|,|volt|
False,False,|(nsubj)|,|SUBJ|,|gondoljuk|,|COORD|,|Mi|,|zöldek|,|zöldek|
False,False,|(mark)|,|DEP|,|kéne|,|CONJ|,|gondoljuk|,|hogy|,|hogy|
False,False,|(obl)|,|OBL|,|használni|,|ATT|,|helyett|,|elve|,|elve|
False,False,|(flat:name)|,|NE|,|Európai|,|ATT|,|alapja|,|Unió|,|Unió|
False,False,|(obj)|,|OBJ|,|használni|,|COORD|,|alapja|,|elvét|,|elvét|
False,False,|(ccomp:obj)|,|OBJ|,|gondoljuk|,|ATT|,|lehetne|,|kéne|,|kéne|
False,False,|(nsubj)|,|SUBJ|,|lehetne|,|ATT|,|alapján|,|elve|,|elve|
False,False,|(conj)|,|CONJ|,|kéne|,|ATT|,|hogy|,|lehetne|,|lehetne|
False,False,|(obl)|,|OBL|,|felépíteni|,|ATT|,|Uniót|,|Európai|,|Európai|
False,False,|(conj)|,|CONJ|,|felelősség|,|COORD|,|természetért|,|felelősség|,|felelősség|
False,False,|(cc)|,|COORD|,|társadalomért|,|CONJ|,|felelősség|,|és|,|és|
False,False,|(conj)|,|CONJ|,|felelősség|,|OBL|,|való|,|társadalomért|,|társadalomért|
False,False,|(ROOT)|,|ROOT|,|felelősség|,|COORD|,|és|,|felelősség|,|felelősség|
False,False,|(nmod:att)|,|ATT|,|aktualitása|,|ROOT|,|ennek|,|ennek|,|ennek|
False,False,|(ROOT)|,|ROOT|,|aktualitása|,|COORD|,|ennek|,|aktualitása|,|aktualitása|
False,False,|(mark)|,|DEP|,|kerül|,|CONJ|,|jelentette|,|hogy|,|hogy|
False,False,|(flat:name)|,|NE|,|Egyesült|,|OBL|,|növelni|,|Államokkal|,|Államokkal|
False,False,|(cc)|,|COORD|,|Európai|,|CONJ|,|Államokkal|,|és|,|és|
False,False,|(conj)|,|CONJ|,|Egyesült|,|ATT|,|Unió|,|Európai|,|Európai|
False,False,|(flat:name)|,|NE|,|Európai|,|COORD|,|és|,|Unió|,|Unió|
False,False,|(cc)|,|COORD|,|tagállamával|,|MODE|,|kerül|,|is|,|is|
False,False,|(ccomp:obj)|,|OBJ|,|jelentette|,|ATT|,|hogy|,|kerül|,|kerül|
False,False,|(mark)|,|DEP|,|elérje|,|CONJ|,|kerül|,|hogy|,|hogy|
False,False,|(cc)|,|COORD|,|tudják|,|CONJ|,|Audinak|,|és|,|és|
False,False,|(obl)|,|OBL|,|növelni|,|COORD|,|és|,|multinak|,|multinak|
False,False,|(compound:preverb)|,|PREVERB|,|növelni|,|NEG|,|tudják|,|ne|,|ne|
False,False,|(ROOT)|,|ROOT|,|önök|,|SUBJ|,|fognak|,|önök|,|önök|
False,False,|(aux)|,|AUX|,|beállítani|,|ATT|,|szól|,|fognak|,|fognak|
False,False,|(conj)|,|CONJ|,|beállítani|,|SUBJ|,|szól|,|kérdése|,|kérdése|
False,False,|(conj)|,|CONJ|,|beállítani|,|ROOT|,|szól|,|szól|,|szól|
False,False,|(cc)|,|COORD|,|arról|,|CONJ|,|szól|,|hanem|,|hanem|
False,False,|(obl)|,|OBL|,|szól|,|COORD|,|hanem|,|arról|,|arról|
False,False,|(mark)|,|DEP|,|cégeknek|,|CONJ|,|arról|,|hogy|,|hogy|
False,False,|(ccomp:obl)|,|OBL|,|szól|,|DAT|,|idehoztak|,|cégeknek|,|cégeknek|
False,False,|(cc)|,|COORD|,|kelljen|,|ATT|,|idehoztak|,|kivettek|,|kivettek|
False,False,|(obl)|,|OBL|,|kelljen|,|ATT|,|alól|,|terhe|,|terhe|
False,False,|(case)|,|MODE|,|terhe|,|FROM|,|kivettek|,|alól|,|alól|
False,False,|(compound:preverb)|,|PREVERB|,|megemelniük|,|NEG|,|kelljen|,|ne|,|ne|
False,False,|(ccomp:obl)|,|OBL|,|idehoztak|,|COORD|,|kivettek|,|kelljen|,|kelljen|
False,False,|(mark)|,|DEP|,|kiszolgálják|,|CONJ|,|épül|,|hogy|,|hogy|
False,False,|(ccomp:obl)|,|OBL|,|épül|,|ATT|,|hogy|,|kiszolgálják|,|kiszolgálják|
False,False,|(obl)|,|OBL|,|szavaz|,|ATT|,|szerint|,|érdekei|,|érdekei|
False,False,|(acl)|,|ATT|,|adóterhe|,|COORD|,|épül|,|szavaz|,|szavaz|
False,False,|(punct)|,|PUNCT|,"|,|",|OBL|,|vagyunk|,|módon|,|módon|
False,False,|(parataxis)|,|DEP|,"|,|",|ATT|,|Bence|,|Rétvári|,|Rétvári|
False,False,|(flat:name)|,|NE|,|Rétvári|,|APPEND|,|vagyunk|,|Bence|,|Bence|
False,False,|(list)|,|DEP|,|Rétvári|,|PRED|,|vagyunk|,|Európa-pártiak|,|Európa-pártiak|
False,False,|(cop)|,|AUX|,|Rétvári|,|COORD|,|szavaz|,|vagyunk|,|vagyunk|
False,False,|(cc)|,|COORD|,|Európa-ellenesek|,|CONJ|,|Európa-pártiak|,|vagy|,|vagy|
False,False,|(conj)|,|CONJ|,|Rétvári|,|COORD|,|vagy|,|Európa-ellenesek|,|Európa-ellenesek|
False,False,|(flat:name)|,|NE|,|Rétvári|,|PUNCT|,|vagyunk|,|?|,|?|
False,False,|(cc)|,|COORD|,|elérnek|,|CONJ|,|vagyunk|,|és|,|és|
False,False,|(conj)|,|CONJ|,|kiszolgálják|,|COORD|,|és|,|elérnek|,|elérnek|
False,False,|(mark)|,|DEP|,|nőjön|,|CONJ|,|elérnek|,|hogy|,|hogy|
False,False,|(ccomp:obl)|,|OBL|,|elérnek|,|ATT|,|hogy|,|nőjön|,|nőjön|
False,False,|(mark)|,|DEP|,|elutasítják|,|CONJ|,|nem|,|hogy|,|hogy|
False,False,|(conj)|,|CONJ|,|egyetértenek|,|ATT|,|hogy|,|elutasítják|,|elutasítják|
False,False,|(mark)|,|DEP|,|fontosabb|,|CONJ|,|értenek|,|hogy|,|hogy|
False,False,|(mark)|,|DEP|,|fizessen|,|COORD|,|hogy|,|hogy|,|hogy|
False,False,|(nmod:att)|,|ATT|,|adót|,|SUBJ|,|fizessen|,|Audi|,|Audi|
False,False,|(csubj)|,|SUBJ|,|fontosabb|,|ATT|,|hogy|,|fizessen|,|fizessen|
False,False,|(mark)|,|DEP|,|az|,|CONJ|,|fizessen|,|mint|,|mint|
False,False,|(dep)|,|DEP|,|fontosabb|,|ATT|,|mint|,|az|,|az|
False,False,|(mark)|,|DEP|,|mondjuk|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(ccomp:obl)|,|OBL|,|az|,|ATT|,|hogy|,|mondjuk|,|mondjuk|
False,False,|(aux)|,|AUX|,|beállítani|,|ATT|,|szól|,|fognak|,|fognak|
False,False,|(acl)|,|ATT|,|vita|,|INF|,|fognak|,|beállítani|,|beállítani|
False,False,|(mark)|,|DEP|,|kell|,|CONJ|,|szól|,|hogy|,|hogy|
False,False,|(obl)|,|OBL|,|kell|,|ATT|,|szerint|,|önök|,|önök|
False,False,|(punct)|,|PUNCT|,|önök|,|DAT|,|kell|,|Magyarországnak|,|Magyarországnak|
False,False,|(ccomp:obl)|,|OBL|,|szól|,|ATT|,|hogy|,|kell|,|kell|
False,False,|(mark)|,|DEP|,|szedje|,|CONJ|,|kell|,|hogy|,|hogy|
False,False,|(ccomp:obj)|,|OBJ|,|vennie|,|ATT|,|hogy|,|szedje|,|szedje|
False,False,|(mark)|,|DEP|,|van|,|CONJ|,|kivetnek|,|ha|,|ha|
False,False,|(punct)|,|PUNCT|,|eltörpül|,|DET|,|mellett|,|a|,|a|
False,False,|(case)|,|MODE|,|a|,|COORD|,|mellett|,|mellett|,|mellett|
False,False,|(obl)|,|OBL|,|eltörpül|,|ATT|,|mellett|,|milliárd|,|milliárd|
False,False,|(case)|,|MODE|,|milliárd|,|LOCY|,|eltörpül|,|mellett|,|mellett|
False,False,|(cc)|,|COORD|,|nagyvállalatoktól|,|NEG|,|be|,|sem|,|sem|
False,False,|(advmod)|,|NEG|,|nagyvállalattól|,|CONJ|,|nagyvállalatoktól|,|sem|,|sem|
False,False,|(obl)|,|OBL|,|szedtek|,|COORD|,|sem|,|nagyvállalattól|,|nagyvállalattól|
False,False,|(mark)|,|DEP|,|megnézik|,|CONJ|,|mondjuk|,|Ha|,|Ha|
False,False,|(mark)|,|DEP|,|leosztva|,|CONJ|,|megnézik|,|hogy|,|hogy|
False,False,|(advmod:mode)|,|MODE|,|megnézik|,|ATT|,|hogy|,|leosztva|,|leosztva|
False,False,|(cc)|,|COORD|,|teremtve|,|CONJ|,|megnézik|,|tehát|,|tehát|
False,False,|(conj)|,|CONJ|,|leosztva|,|MODE|,|van|,|teremtve|,|teremtve|
False,False,|(conj)|,|CONJ|,|leosztva|,|COORD|,|tehát|,|van|,|van|
False,False,|(cc)|,|COORD|,|mennyi|,|CONJ|,|nagyvállalatnak|,|és|,|és|
False,False,|(conj)|,|CONJ|,|nagyvállalatnak|,|COORD|,|és|,|mennyi|,|mennyi|
False,False,|(conj)|,|CONJ|,|leosztva|,|ROOT|,|mondjuk|,|mondjuk|,|mondjuk|
False,False,|(obl)|,|OBL|,|megnézik|,|DAT|,|mondjuk|,|fodrásznak|,|fodrásznak|
False,False,|(aux)|,|AUX|,|látni|,|ATT|,|mondjuk|,|fogják|,|fogják|
False,False,|(ROOT)|,|ROOT|,|látni|,|INF|,|fogják|,|látni|,|látni|
False,False,|(mark)|,|DEP|,|terhelik|,|CONJ|,|fogják|,|hogy|,|hogy|
False,False,|(cc)|,|COORD|,|középvállalkozásokat|,|CONJ|,|kis-|,|és|,|és|
False,False,|(conj)|,|CONJ|,|kis-|,|COORD|,|és|,|középvállalkozásokat|,|középvállalkozásokat|
False,False,|(ccomp:obj)|,|OBJ|,|látni|,|ATT|,|hogy|,|terhelik|,|terhelik|
False,False,|(cc)|,|COORD|,|készülnek|,|CONJ|,|terhelik|,|és|,|és|
False,False,|(conj)|,|CONJ|,|terhelik|,|COORD|,|és|,|készülnek|,|készülnek|
False,False,|(mark)|,|DEP|,|megterheljék|,|CONJ|,|készülnek|,|hogy|,|hogy|
False,False,|(advmod:tlocy)|,|TLOCY|,|megterheljék|,|MODE|,|jobban|,|még|,|még|
False,False,|(ccomp:obl)|,|OBL|,|készülnek|,|ATT|,|hogy|,|megterheljék|,|megterheljék|
False,False,|(punct)|,|PUNCT|,"|,|",|TLOCY|,|nagyvállalatoknak|,|közben|,|közben|
False,False,|(conj)|,|CONJ|,|megterheljék|,|COORD|,|nagyvállalatoknak|,|azoknak|,|azoknak|
False,False,|(mark)|,|DEP|,|kelljen|,|CONJ|,|folytatnak|,|hogy|,|hogy|
False,False,|(cc)|,|COORD|,|többinek|,|CONJ|,|Audinak|,|és|,|és|
False,False,|(conj)|,|CONJ|,|Audinak|,|COORD|,|és|,|többinek|,|többinek|
False,False,|(ccomp:obl)|,|OBL|,|folytatnak|,|ATT|,|hogy|,|kelljen|,|kelljen|
False,False,|(mark)|,|DEP|,|megpróbálják|,|CONJ|,|faramuci|,|mert|,|mert|
False,False,|(mark)|,|DEP|,|vezérelnék|,|CONJ|,|megpróbálják|,|mintha|,|mintha|
False,False,|(advcl)|,|ATT|,|megpróbálják|,|COORD|,|mintha|,|vezérelnék|,|vezérelnék|
False,False,|(mark)|,|DEP|,|fizessen|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(punct)|,|PUNCT|,|nagytőke|,|NEG|,|fizessen|,|ne|,|ne|
False,False,|(csubj)|,|SUBJ|,|érdek|,|ATT|,|hogy|,|fizessen|,|fizessen|
False,False,|(ROOT)|,|ROOT|,|érdeke|,|COORD|,|ha|,|érdeke|,|érdeke|
False,False,|(mark)|,|DEP|,|akarják|,|CONJ|,|kell|,|ha|,|ha|
False,False,|(conj)|,|CONJ|,|érdeke|,|ROOT|,|kell|,|kell|,|kell|
False,False,|(ROOT)|,|ROOT|,|álláspontunk|,|APPEND|,|az|,|álláspontunk|,|álláspontunk|
False,False,|(nmod:att)|,|ATT|,|álláspontunk|,|ROOT|,|az|,|az|,|az|
False,False,|(mark)|,|DEP|,|jó|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(obl)|,|OBL|,|jó|,|ATT|,|miatt|,|dolog|,|dolog|
False,False,|(ccomp:pred)|,|PRED|,|álláspontunk|,|ATT|,|hogy|,|jó|,|jó|
False,False,|(mark)|,|DEP|,|tudom|,|CONJ|,|jó|,|bár|,|bár|
False,False,|(csubj)|,|SUBJ|,|jó|,|ATT|,|bár|,|tudom|,|tudom|
False,False,|(mark)|,|DEP|,|van|,|CONJ|,|tudom|,|hogy|,|hogy|
False,False,|(ccomp:obj)|,|OBJ|,|tudom|,|ATT|,|hogy|,|van|,|van|
False,False,|(mark)|,|DEP|,|van|,|CONJ|,|szeretnek|,|mert|,|mert|
False,False,|(ccomp:obj)|,|OBJ|,|szeretnek|,|ATT|,|mert|,|van|,|van|
False,False,|(mark)|,|DEP|,|multi|,|CONJ|,|van|,|hogy|,|hogy|
False,False,|(csubj)|,|SUBJ|,|van|,|ATT|,|hogy|,|multi|,|multi|
False,False,|(cc)|,|COORD|,|az|,|CONJ|,|multi|,|és|,|és|
False,False,|(conj)|,|CONJ|,|multi|,|COORD|,|és|,|az|,|az|
False,False,|(mark)|,|DEP|,|adó|,|CONJ|,|az|,|hogy|,|hogy|
False,False,|(csubj)|,|SUBJ|,|az|,|ATT|,|hogy|,|adó|,|adó|
huspacy dep (converted) == emagyar dep,huspacy head == emagyar head,huspacy dep ud,huspacy dep converted,huspacy head,emagyar dep,emagyar head,huspacy token,emagyar token
False,False,|(cc)|,|COORD|,|köszöntik|,|CONJ|,|felállnak|,|és|,|és|
False,False,|(conj)|,|CONJ|,|felállnak|,|COORD|,|és|,|köszöntik|,|köszöntik|
False,False,|(advmod:tlocy)|,|TLOCY|,|foglal|,|ATT|,|elnök|,|Amikor|,|Amikor|
False,False,|(advcl)|,|ATT|,|leülnek|,|ROOT|,|foglal|,|foglal|,|foglal|
False,False,|(cc)|,|COORD|,|leülnek|,|MODE|,|lévők|,|is|,|is|
False,False,|(ROOT)|,|ROOT|,|leülnek|,|COORD|,|foglal|,|leülnek|,|leülnek.|
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Képviselőtársaim|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Képviselőtársaim|,|Képviselőtársaim|,|Képviselőtársaim|
False,False,|(mark)|,|DEP|,|lesznek|,|CONJ|,|Tájékoztatom|,|hogy|,|hogy|
False,False,|(nmod:att)|,|ATT|,|urak|,|NE|,|Lajos|,|Szűcs|,|Szűcs|
False,False,|(flat:name)|,|NE|,|Szűcs|,|ATT|,|urak|,|Lajos|,|Lajos|
False,False,|(cc)|,|COORD|,|Hiszékeny|,|CONJ|,|Lajos|,|és|,|és|
False,False,|(conj)|,|CONJ|,|Szűcs|,|ATT|,|Dezső|,|Hiszékeny|,|Hiszékeny|
False,False,|(flat:name)|,|NE|,|Hiszékeny|,|COORD|,|és|,|Dezső|,|Dezső|
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Ház|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Ház|,|Ház|,|Ház|
False,False,|(mark)|,|DEP|,|foglaltak|,|CONJ|,|Tájékoztatom|,|hogy|,|hogy|
False,False,|(appos)|,|MODE|,|§|,|ATT|,|bekezdésében|,|1|,|1)|
False,False,|(conj)|,|CONJ|,|Tájékoztatom|,|ATT|,|hogy|,|kezdeményezte|,|kezdeményezte|
False,False,|(cc)|,|COORD|,| |,|CONJ|,|20-a|,|és|,|és|
False,False,|(nmod:att)|,|ATT|,| |,|COORD|,|és|,|24e|,|24e|
False,False,|(ROOT)|,|ROOT|,|levelet|,|OBJ|,|megismerhették|,|levelet|,|levelet|
False,False,|(cc)|,|COORD|,|mellékletét|,|CONJ|,|levelet|,|és|,|és|
False,False,|(conj)|,|CONJ|,|levelet|,|COORD|,|és|,|mellékletét|,|mellékletét|
False,False,|(cc)|,|COORD|,|indítványát|,|CONJ|,|mellékletét|,|valamint|,|valamint|
False,False,|(conj)|,|CONJ|,|levelet|,|COORD|,|valamint|,|indítványát|,|indítványát|
False,False,|(acl)|,|ATT|,|indítványát|,|ROOT|,|megismerhették|,|megismerhették|,|megismerhették|
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Országgyűlés|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,False,|(nmod:att)|,|ATT|,|frakcióvezető|,|NE|,|Péter|,|Ungár|,|Ungár|
False,False,|(flat:name)|,|NE|,|Ungár|,|ATT|,|úrnak|,|Péter|,|Péter|
False,False,|(conj)|,|CONJ|,|adom|,|ATT|,|részéről|,|LMP|,|LMP|
False,False,|(ROOT)|,|ROOT|,|UNGÁR|,|NE|,|PÉTER|,|UNGÁR|,|UNGÁR|
False,False,|(flat:name)|,|NE|,|UNGÁR|,|SUBJ|,|Köszönöm|,|PÉTER|,|PÉTER|
False,False,|(appos)|,|MODE|,|UNGÁR|,|APPEND|,|PÉTER|,|LMP|,|LMP|
False,False,|(parataxis)|,|DEP|,|UNGÁR|,|ROOT|,|Köszönöm|,|Köszönöm|,|Köszönöm|
False,False,|(ROOT)|,|ROOT|,|Tisztelt|,|ATT|,|Országgyűlés|,|Tisztelt|,|Tisztelt|
False,False,|(nsubj)|,|SUBJ|,|Tisztelt|,|ROOT|,|Országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,False,|(obl)|,|OBL|,|tartó|,|ATT|,|óta|,|1990|,|1990|
False,False,|(case)|,|MODE|,|1990|,|TFROM|,|tartó|,|óta|,|óta|
False,False,|(ROOT)|,|ROOT|,|folyamat|,|SUBJ|,|járt|,|folyamat|,|folyamat|
False,False,|(acl)|,|ATT|,|folyamat|,|PRED|,|volt|,|folyamata|,|folyamata|
False,False,|(cop)|,|AUX|,|folyamata|,|ATT|,|járt|,|volt|,|volt|
False,False,|(conj)|,|CONJ|,|folyamata|,|ROOT|,|járt|,|járt|,|járt|
