huspacy lemma == huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
False,|Piketty|,|None|,|Piketty|,|Piketty|,|Piketty|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Uniótól|,|Uniótól|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|ő|,|ő|,|rá|,|rá|,|rá|
False,|van|,|None|,|van|,|volt|,|volt|
False,|kényszerítve|,|kényszerít|,|kényszerít|,|kényszerítve|,|kényszerítve|
False,|nyugat-európai|,|None|,|nyugat-európai|,|nyugat-európaiaknak|,|nyugat-európaiaknak|
False,|zöld|,|None|,|zöld|,|zöldek|,|zöldek|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|lesz|,|lesz|,|van|,|lehetne|,|lehetne|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Uniót|,|Uniót|
False,|fogyasztók|,|fogyasztó|,|fogyasztó|,|fogyasztókért|,|fogyasztókért|
False,|Föld|,|föld|,|föld|,|Földért|,|Földért|
False,|be|,|None|,|be|,|be|,|be|
False,|Egyesült|,|None|,|egyesült|,|Egyesült|,|Egyesült|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|legtöbb|,|None|,|sok|,|legtöbb|,|legtöbb|
False,|is|,|None|,|is|,|is|,|is|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|fog|,|None|,|fog|,|fognak|,|fognak|
False,|az|,|None|,|az|,|azoknak|,|azoknak|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|adój|,|adó|,|adó|,|adójukat|,|adójukat|
False,|Tanács|,|Tanács|,|tanács|,|Tanács|,|Tanács|
False,|Rétvári|,|None|,|rétvári|,|Rétvári|,|Rétvári|
False,|Európa-párti|,|None|,|Európa-párti|,|Európa-pártiak|,|Európa-pártiak|
False,|Európa-ellenes|,|None|,|Európa-ellenes|,|Európa-ellenesek|,|Európa-ellenesek|
False,|azért|,|None|,|azért|,|azért|,|azért|
False,|adóterhe|,|None|,|adóteher|,|adóterhe|,|adóterhe|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|fog|,|None|,|fog|,|fognak|,|fognak|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|legkevesebb|,|kevés|,|kevés|,|legkevesebb|,|legkevesebb|
False,|be|,|None|,|be|,|be|,|be|
False,|az|,|None|,|az|,|azoktól|,|azoktól|
False,|legtöbb|,|None|,|sok|,|legtöbbje|,|legtöbbje|
False,|több|,|sok|,|sok|,|több|,|több|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|be|,|None|,|be|,|be|,|be|
False,|egyéb|,|None|,|egyéb|,|egyéb|,|egyéb|
False,|leosztva|,|leoszt|,|leoszt|,|leosztva|,|leosztva|
False,|teremtve|,|teremt|,|teremt|,|teremtve|,|teremtve|
False,|adóterh|,|adóteher|,|adóteher|,|adóterhe|,|adóterhe|
False,|adóterhe|,|adóteher|,|adóteher|,|adóterhe|,|adóterhe|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|fog|,|None|,|fog|,|fogják|,|fogják|
False,|míg|,|None|,|míg|,|míg|,|míg|
False,|kis-|,|None|,|kis|,|kis-|,|kis-|
False,|jól|,|jobban|,|jobban|,|jobban|,|jobban|
False,|az|,|None|,|az|,|azoknak|,|azoknak|
False,|adóterh|,|adóteher|,|adóteher|,|adóterhét|,|adóterhét|
False,|is|,|None|,|is|,|is|,|is|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|többi|,|None|,|többi|,|többinek|,|többinek|
False,|azért|,|None|,|azért|,|Azért|,|Azért|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|mintha|,|None|,|mintha|,|mintha|,|mintha|
False,|Házik|,|None|,|ház|,|Háznak|,|Háznak|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|ott|,|None|,|ott|,|ott|,|ott|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|János|,|János|,|jános|,|János|,|János|
False,|úré|,|úr|,|úr|,|úré|,|úré|
False,|DR.|,|None|,|dr.|,|DR.|,|DR.|
False,|FÓNAGY|,|Fónagy|,|Fónagy|,|FÓNAGY|,|FÓNAGY|
False,|János|,|János|,|jános|,|JÁNOS|,|JÁNOS|
False,|Miniszterelnöki|,|None|,|miniszterelnöki|,|Miniszterelnöki|,|Miniszterelnöki|
False,|Kabinetiroda|,|None|,|kabinetiroda|,|Kabinetiroda|,|Kabinetiroda|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Ház|,|None|,|ház|,|Ház|,|Ház|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Képviselő|,|képviselő|,|képviselő|,|Képviselő|,|Képviselő|
False,|Úr|,|úr|,|úr|,|Úr|,|Úr|
False,|számára|,|számomra|,|számomra|,|számomra|,|számomra|
False,|messze|,|None|,|messzebbről|,|messzebbről|,|messzebbről|
False,|is|,|None|,|is|,|is|,|is|
False,|mely|,|amely|,|amely|,|melynek|,|melynek|
False,|az|,|None|,|az|,|azokra|,|azokra|
False,|25-30-35|,|None|,|25-30-35|,|25-30-35|,|25-30-35|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|évtized|,|None|,|évtized|,|évtizedekre|,|évtizedekre|
False,|számára|,|számunkra|,|számunkra|,|számunkra|,|számunkra|
False,|kereszténydemokrata-Fidesz-kormány|,|None|,|kereszténydemokrata|,|kereszténydemokrata-Fidesz-kormány|,|kereszténydemokrata|
False,|első|,|egy|,|egy|,|első|,|első|
False,|van|,|None|,|van|,|volt|,|volt|
False,|mindaz|,|None|,|mindaz|,|mindazokat|,|mindazokat|
False,|korán|,|korábban|,|korábban|,|korábban|,|korábban|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|stratégiai|,|None|,|stratégiailag|,|stratégiailag|,|stratégiailag|
False,|meghatározó|,|None|,|meghatározó|,|meghatározók|,|meghatározók|
False,|másrészt|,|None|,|másrészt|,|másrészt|,|másrészt|
False,|azért|,|None|,|az|,|azért|,|azért|
False,|is|,|None|,|is|,|is|,|is|
False,|lehet|,|lesz|,|van|,|lehetett|,|lehetett|
False,|is|,|None|,|is|,|is|,|is|
False,|beruházik|,|beruház|,|beruház|,|beruháztak|,|beruháztak|
False,|létesítet|,|létesít|,|létesít|,|létesítettek|,|létesítettek|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|napj|,|nap|,|nap|,|napjainknak|,|napjainknak|
False,|is|,|None|,|is|,|is|,|is|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|mindaz|,|None|,|mindaz|,|mindazokat|,|mindazokat|
False,|lesz|,|None|,|lesz|,|legyenek|,|legyenek|
False,|13.10|,|None|,|13.10|,|13.10|,|13.10|
False,|Visszavásárol|,|None|,|visszavásárol|,|Visszavásároltuk|,|Visszavásároltuk|
False,|az|,|None|,|az|,|azokat|,|azokat|
False,|is|,|None|,|is|,|is|,|is|
False,|mondat|,|mond|,|mond|,|mondatja|,|mondatja|
False,|tetet|,|tesz|,|tesz|,|teteti|,|teteti|
False,|vele|,|mi|,|mi|,|velünk|,|velünk|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|be|,|None|,|be|,|be|,|be|
False,|árstop|,|None|,|árstop|,|árstop|,|árstop|
False,|üzemanyag-|,|üzemanyag|,|üzemanyag|,|üzemanyag-|,|üzemanyag-|
False,|rezsi-|,|rezsi|,|rezsi|,|rezsi-|,|rezsi-|
False,|élelmiszer-|,|élelmiszer|,|élelmiszer|,|élelmiszer-|,|élelmiszer-|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|van|,|None|,|van|,|volt|,|volt|
False,|is|,|None|,|is|,|is|,|is|
False,|számára|,|None|,|számunkra|,|számunkra|,|számunkra|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|másik|,|None|,|másik|,|másik|,|másik|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|Kunhalmi|,|None|,|kunhalmi|,|Kunhalmi|,|Kunhalmi|
False,|Kunhalmi|,|None|,|kunhalmi|,|Kunhalmi|,|Kunhalmi|
False,|Kunhalmi|,|None|,|kunhalmi|,|Kunhalmi|,|Kunhalmi|
False,|jelenik|,|jelenik|,|jelent|,|jelent|,|jelent|
False,|Végiggondoltáke|,|None|,|Végiggondoltáke|,|Végiggondoltáke|,|Végiggondoltáke|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|hogyan|,|None|,|hogyan|,|hogyan|,|hogyan|
False,|dupla|,|None|,|dupla|,|duplájára|,|duplájára|
False,|végezteke|,|None|,|végezték|,|végezteke|,|végezteke|
False,|Végiggondoltáke|,|None|,|Végiggondoltáke|,|Végiggondoltáke|,|Végiggondoltáke|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|ez|,|None|,|ez|,|ezt|,|ezt|
False,|más|,|None|,|más|,|más|,|más|
False,|gazdasági|,|None|,|gazdaságilag|,|gazdaságilag|,|gazdaságilag|
False,|végiggondoltáke|,|None|,|Végiggondoltáke|,|Végiggondoltáke|,|Végiggondoltáke|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|lesz|,|lesz|,|van|,|lehet|,|lehet|
False,|Tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Képviselő|,|képviselő|,|képviselő|,|Képviselő|,|Képviselő|
False,|Úr|,|None|,|úr|,|Úr|,|Úr|
False,|ami|,|None|,|ami|,|amibe|,|amibe|
False,|Ungár|,|None|,|Ungár|,|Ungár|,|Ungár|
False,|ez|,|ez|,|ezen|,|ezen|,|ezen|
False,|Taps|,|None|,|taps|,|Taps|,|Taps|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Tordai|,|Tordai|,|tordai|,|Tordai|,|Tordai|
False,|Bencé|,|Bence|,|Bence|,|Bencének|,|Bencének|
False,|TORDAI|,|Tordai|,|tordai|,|TORDAI|,|TORDAI|
False,|BENCE|,|Bence|,|Bence|,|BENCE|,|BENCE|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Polgártárs|,|polgártárs|,|polgártárs|,|Polgártársak|,|Polgártársak|
False,|Finike|,|None|,|Finike|,|Finike|,|Finike|
False,|van|,|None|,|van|,|volt|,|volt|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|ez|,|None|,|ez|,|ez|,|ez|
False,|oldala|,|oldal|,|oldal|,|oldalakon|,|oldalakon|
False,|nemcsak|,|None|,|nemcsak|,|nemcsak|,|nemcsak|
False,|közt|,|None|,|közt|,|köztük|,|köztük|
False,|Közbeszólás|,|közbeszólás|,|közbeszólás|,|Közbeszólások|,|Közbeszólások|
False,|közt|,|None|,|közt|,|köztük|,|köztük|
False,|így|,|None|,|így|,|így|,|így|
False,|lesz|,|None|,|lesz|,|lesz|,|lesz|
False,|így|,|None|,|így|,|így|,|így|
False,|is|,|None|,|is|,|is|,|is|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|saját|,|None|,|saját|,|sajátját|,|sajátját|
False,|föl|,|None|,|föl|,|föl|,|föl|
False,|valami|,|None|,|valami|,|valami|,|valami|
False,|Tordai|,|Tordai|,|tordai|,|Tordai|,|Tordai|
False,|TORDAI|,|Tordai|,|tordai|,|TORDAI|,|TORDAI|
False,|BENCE|,|Bence|,|Bence|,|BENCE|,|BENCE|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|akkor|,|None|,|akkor|,|Akkor|,|Akkor|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|Lesz|,|None|,|lesz|,|Legyenek|,|Legyenek|
False,|TORDAI|,|Tordai|,|tordai|,|TORDAI|,|TORDAI|
False,|BENCE|,|Bence|,|Bence|,|BENCE|,|BENCE|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|Polgártárs|,|polgártárs|,|polgártárs|,|Polgártársak|,|Polgártársak|
False,|köszönt|,|None|,|köszönt|,|köszöntöm|,|köszöntöm|
False,|Finike|,|None|,|Finike|,|Finike|,|Finike|
False,|0.|,|II|,|II|,|II.|,|II.|
False,|van|,|None|,|van|,|volt|,|volt|
False,|úgy|,|None|,|úgy|,|úgy|,|úgy|
False,|párt|,|párt|,|pártok|,|pártokon|,|pártokon|
False,|ünnepp|,|ünnep|,|ünnep|,|ünneppé|,|ünneppé|
False,|nőt|,|nő|,|nő|,|nőtte|,|nőtte|
False,|ki|,|None|,|ki|,|ki|,|ki|
False,|is|,|None|,|is|,|is|,|is|
False,|megemlékezik|,|megemlékez|,|megemlékezik|,|megemlékeztek|,|megemlékeztek|
False,|róla|,|ő|,|ő|,|róla|,|róla|
False,|jelesül|,|None|,|jelesül|,|jelesül|,|jelesül|
False,|Karácsony|,|Karácsony|,|karácsony|,|Karácsony|,|Karácsony|
False,|Derültség|,|derültség|,|derültség|,|Derültség|,|Derültség|
False,|Novák|,|Novák|,|Nova|,|Novák|,|Novák|
False,|úgy|,|None|,|úgy|,|Úgy|,|Úgy|
False,|mindannyi|,|None|,|mindannyi|,|mindannyian|,|mindannyian|
False,|az|,|None|,|az|,|azt|,|azt|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Parlament|,|None|,|parlament|,|Parlament|,|Parlament|
False,|egyéb|,|None|,|egyéb|,|egyebek|,|egyebek|
False,|is|,|None|,|is|,|is|,|is|
False,|ikr|,|iker|,|iker|,|ikreknél|,|ikreknél|
False,|dupla|,|None|,|dupla|,|duplája|,|duplája|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|zöldpárt|,|None|,|zöldpárt|,|zöldpártként|,|zöldpártként|
False,|mindig|,|None|,|mindig|,|mindig|,|mindig|
False,|is|,|None|,|is|,|is|,|is|
False,|ilyen|,|None|,|ilyen|,|ilyen|,|ilyen|
False,|miközben|,|None|,|miközben|,|miközben|,|miközben|
False,|első|,|egy|,|egy|,|első|,|első|
False,|neki|,|None|,|mi|,|nekünk|,|nekünk|
False,|több|,|None|,|többet|,|többet|,|többet|
False,|lehet|,|lesz|,|van|,|lehessünk|,|lehessünk|
False,|ugyanennyire|,|None|,|ugyanennyi|,|ugyanennyire|,|ugyanennyire|
False,|is|,|None|,|is|,|is|,|is|
False,|ez|,|None|,|ez|,|ezekben|,|ezekben|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|más|,|None|,|más|,|más|,|más|
False,|ezért|,|None|,|ezért|,|Ezért|,|Ezért|
False,|Párbeszéd|,|None|,|párbeszéd|,|Párbeszéd|,|Párbeszéd|
False,|be|,|None|,|be|,|be|,|be|
False,|vezes|,|vezet|,|vezet|,|vezessük|,|vezessük|
False,|be|,|None|,|be|,|be|,|be|
False,|nézve|,|nézve|,|néz|,|nézve|,|nézve|
False,|az|,|None|,|az|,|azokban|,|azokban|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|lass|,|lassú|,|lassú|,|leglassabb|,|leglassabb|
False,|négy-|,|None|,|négy|,|négy-|,|négy-|
False,|is|,|None|,|is|,|is|,|is|
False,|lehet|,|lesz|,|van|,|lehessenek|,|lehessenek|
False,|itt|,|None|,|itt|,|itt|,|itt|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|is|,|None|,|is|,|is|,|is|
False,|Papamonat|,|None|,|Papamonat|,|Papamonatot|,|Papamonatot|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|lesz|,|lesz|,|van|,|lehet|,|lehet|
False,|euró|,|euro|,|euró|,|euróval|,|euróval|
False,|sic|,|None|,|sic|,|sic|,|sic|
False,|terh|,|teher|,|teher|,|terheiből|,|terheiből|
False,|is|,|None|,|is|,|is|,|is|
False,|Ön|,|None|,|ön|,|Önök|,|Önök|
False,|kezde|,|kezd|,|kezd|,|kezdeném|,|kezdeném|
False,|mely|,|amely|,|mely|,|mely|,|mely|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|volna|,|None|,|van|,|volna|,|volna|
False,|ott|,|None|,|ott|,|ott|,|ott|
False,|vajon|,|None|,|vajon|,|vajon|,|vajon|
False,|miért|,|None|,|miért|,|miért|,|miért|
False,|kevesebb|,|kevés|,|kevés|,|kevesebb|,|kevesebb|
False,|mennyire|,|None|,|mennyi|,|mennyire|,|mennyire|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|minden|,|None|,|minden|,|minden|,|minden|
False,|fél|,|fél|,|félre|,|félre|,|félre|
False,|mi|,|ami|,|mi|,|mi|,|mi|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|is|,|None|,|is|,|is|,|is|
False,|EP-képviselő|,|None|,|EP-képviselő|,|EP-képviselőik|,|EP-képviselőik|
False,|is|,|None|,|is|,|is|,|is|
False,|kitört|,|kitört|,|kitör|,|kitört|,|kitört|
False,|is|,|None|,|is|,|is|,|is|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|ahol|,|None|,|ahol|,|ahol|,|ahol|
False,|függően|,|None|,|függő|,|függően|,|függően|
False,|szóval|,|None|,|szóval|,|Szóval|,|Szóval|
False,|ez|,|None|,|ez|,|ebben|,|ebben|
False,|lesz|,|lesz|,|van|,|lehet|,|lehet|
False,|lehet|,|lesz|,|van|,|Lehet|,|Lehet|
False,|tesz|,|tesz|,|tett|,|tett|,|tett|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|ön|,|None|,|ön|,|önök|,|önök|
False,|genderideológiás|,|None|,|genderideológiás|,|genderideológiás|,|genderideológiás|
False,|annál|,|None|,|annál|,|annál|,|annál|
False,|is|,|None|,|is|,|is|,|is|
False,|van|,|None|,|van|,|vagyok|,|vagyok|
False,|amikor|,|None|,|amikor|,|amikor|,|amikor|
False,|sajtótájékoztatóm|,|sajtótájékoztató|,|sajtótájékoztató|,|sajtótájékoztatómra|,|sajtótájékoztatómra|
False,|akkor|,|None|,|akkor|,|akkor|,|akkor|
False,|elég|,|None|,|elég|,|eleget|,|eleget|
False,|elég|,|None|,|elég|,|eleget|,|eleget|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|remélhetjüke|,|None|,|remélhetjüke|,|remélhetjüke|,|remélhetjüke|
False,|fog|,|None|,|fog|,|fogják|,|fogják|
False,|ELNÖK|,|None|,|elnök|,|ELNÖK|,|ELNÖK|
False,|13.20|,|None|,|13.20|,|13.20|,|13.20|
False,|VITÁLYOS|,|Vitályos|,|Vitályos|,|VITÁLYOS|,|VITÁLYOS|
False,|ESZTER|,|Eszter|,|Eszter|,|ESZTER|,|ESZTER|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Elnök|,|elnök|,|elnök|,|Elnök|,|Elnök|
False,|Úr|,|úr|,|úr|,|Úr|,|Úr|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Országgyűlés|,|None|,|országgyűlés|,|Országgyűlés|,|Országgyűlés|
False,|tisztelt|,|None|,|tisztelt|,|Tisztelt|,|Tisztelt|
False,|Képviselő|,|képviselő|,|képviselő|,|Képviselő|,|Képviselő|
False,|Úr|,|úr|,|úr|,|Úr|,|Úr|
False,|is|,|None|,|is|,|is|,|is|
False,|hozzá|,|mi|,|mi|,|hozzánk|,|hozzánk|
False,|Kulturális|,|None|,|kulturális|,|Kulturális|,|Kulturális|
False,|és|,|None|,|és|,|és|,|és|
False,|Innovációs|,|None|,|innovációs|,|Innovációs|,|Innovációs|
False,|Minisztérium|,|None|,|minisztérium|,|Minisztérium|,|Minisztérium|
False,|közötte|,|None|,|között|,|közöttünk|,|közöttünk|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|egyik|,|None|,|egyik|,|egyik|,|egyik|
False,|mehet|,|megy|,|megy|,|mehetnek|,|mehetnek|
False,|édesapá|,|édesapa|,|édesapa|,|édesapáknak|,|édesapáknak|
False,|is|,|None|,|is|,|is|,|is|
False,|is|,|None|,|is|,|is|,|is|
False,|mehet|,|megy|,|megy|,|mehetnek|,|mehetnek|
False,|vehet|,|vesz|,|vesz|,|vehetik|,|vehetik|
False,|is|,|None|,|is|,|is|,|is|
False,|ahogyan|,|None|,|ahogyan|,|ahogyan|,|ahogyan|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|is|,|None|,|is|,|is|,|is|
False,|mindig|,|None|,|mindig|,|mindig|,|mindig|
False,|is|,|None|,|is|,|is|,|is|
False,|elég|,|None|,|elég|,|eleget|,|eleget|
False,|fog|,|None|,|fog|,|fog|,|fog|
False,|lesz|,|lesz|,|van|,|legyen|,|legyen|
False,|ezért|,|None|,|ezért|,|ezért|,|ezért|
False,|több|,|None|,|sok|,|több|,|több|
False,|néhány|,|None|,|néhány|,|néhány|,|néhány|
False,|jövedelemadój|,|jövedelemadó|,|jövedelemadó|,|jövedelemadójukat|,|jövedelemadójukat|
False,|több|,|sok|,|sok|,|több|,|több|
False,|2022.|,|2022|,|2022|,|2022.|,|2022.|
False,|1.|,|1|,|1|,|1-jétől|,|1-jétől|
False,|Alaptörvény|,|alaptörvény|,|alaptörvény|,|Alaptörvénye|,|Alaptörvénye|
False,|számos|,|None|,|számos|,|számos|,|számos|
False,|újszülöt|,|újszülött|,|újszülött|,|újszülöttel|,|újszülöttel|
False,|vehet|,|vesz|,|vesz|,|veheti|,|veheti|
False,|rész|,|rész|,|részére|,|részére|,|részére|
False,|eddig|,|None|,|eddig|,|Eddig|,|Eddig|
False,|is|,|None|,|is|,|is|,|is|
False,|Unió|,|None|,|unió|,|Unióban|,|Unióban|
False,|GDP|,|None|,|GDP|,|GDP|,|GDP|
False,|fel|,|None|,|fel|,|fel|,|fel|
False,|lesz|,|lesz|,|van|,|lehetne|,|lehetne|
False,|mindaz|,|None|,|mindaz|,|mindazokat|,|mindazokat|
False,|elég|,|None|,|elég|,|Elég|,|Elég|
False,|ahogyan|,|None|,|ahogyan|,|ahogyan|,|ahogyan|
False,|eddig|,|None|,|eddig|,|eddig|,|eddig|
False,|ezután|,|None|,|ezután|,|ezután|,|ezután|
False,|be|,|None|,|be|,|be|,|be|
False,|beléphet|,|belép|,|belép|,|beléphessen|,|beléphessen|
False,|lesz|,|None|,|van|,|legyen|,|legyen|
False,|Megállapítható|,|megállapítható|,|megállapítható|,|Megállapítható|,|Megállapítható|
False,|is|,|None|,|is|,|is|,|is|
