huspacy lemma ==huspacy em_lemma == emagyar lemma,huspacy lemma,huspacy em_lemma,emagyar lemma,huspacy token,emagyar token
True,|az|,|az|,|az|,|az|,|az|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|
False,|ő|,|ő|,|rá|,|rá|,|rá|
False,|van|,|None|,|van|,|volt|,|volt|
False,|kényszerítve|,|kényszerít|,|kényszerít|,|kényszerítve|,|kényszerítve|
False,|’|,|None|,|’|,|’|,|’|
True,|90|,|90|,|90|,|90|,|90|
True,|óta|,|óta|,|óta|,|óta|,|óta|
True,|az|,|az|,|az|,|arra|,|arra|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|kiárusít|,|kiárusít|,|kiárusít|,|kiárusítsa|,|kiárusítsa|
True,|az|,|az|,|az|,|az|,|az|
True,|állami|,|állami|,|állami|,|állami|,|állami|
True,|vagyon|,|vagyon|,|vagyon|,|vagyont|,|vagyont|
False,|nyugat-európai|,|None|,|nyugat-európai|,|nyugat-európaiaknak|,|nyugat-európaiaknak|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|beenged|,|beenged|,|beenged|,|beengedje|,|beengedje|
True,|a|,|a|,|a|,|a|,|a|
True,|nyugati|,|nyugati|,|nyugati|,|nyugati|,|nyugati|
True,|cég|,|cég|,|cég|,|cégeket|,|cégeket|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|és|,|és|,|és|,|és|,|és|
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|megnyit|,|megnyit|,|megnyit|,|megnyissa|,|megnyissa|
True,|a|,|a|,|a|,|a|,|a|
True,|határ|,|határ|,|határ|,|határait|,|határait|
True,|a|,|a|,|a|,|a|,|a|
True,|külföldi|,|külföldi|,|külföldi|,|külföldi|,|külföldi|
True,|áru|,|áru|,|áru|,|áruk|,|áruk|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|külföldi|,|külföldi|,|külföldi|,|külföldi|,|külföldi|
True,|tőke|,|tőke|,|tőke|,|tőke|,|tőke|
True,|előtt|,|előtt|,|előtt|,|előtt|,|előtt|
False,|.|,|None|,|.|,|.|,|.|
True,|a|,|a|,|a|,|A|,|A|
True,|probléma|,|probléma|,|probléma|,|probléma|,|probléma|
True,|az|,|az|,|az|,|az|,|az|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|ez|,|ez|,|ez|,|ennek|,|ennek|
True,|a|,|a|,|a|,|a|,|a|
True,|folyamat|,|folyamat|,|folyamat|,|folyamatnak|,|folyamatnak|
True,|a|,|a|,|a|,|a|,|a|
True,|korlátozás|,|korlátozás|,|korlátozás|,|korlátozása|,|korlátozása|
True,|nem|,|nem|,|nem|,|nem|,|nem|
True,|van|,|van|,|van|,|volt|,|volt|
True,|az|,|az|,|az|,|az|,|az|
True,|elmúlt|,|elmúlt|,|elmúlt|,|elmúlt|,|elmúlt|
True,|időszak|,|időszak|,|időszak|,|időszak|,|időszak|
True,|politika|,|politika|,|politika|,|politikájának|,|politikájának|
True,|homloktér|,|homloktér|,|homloktér|,|homlokterében|,|homlokterében|
False,|.|,|None|,|.|,|.|,|.|
True,|mi|,|mi|,|mi|,|Mi|,|Mi|
False,"|,|",|None|,"|,|","|,|","|,|"
False,|zöld|,|None|,|zöld|,|zöldek|,|zöldek|
True,|az|,|az|,|az|,|azt|,|azt|
True,|gondol|,|gondol|,|gondol|,|gondoljuk|,|gondoljuk|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|a|,|a|,|a|,|a|,|a|
True,|négy|,|négy|,|négy|,|négy|,|négy|
True,|szabadság|,|szabadság|,|szabadság|,|szabadság|,|szabadság|
True,|elv|,|elv|,|elv|,|elve|,|elve|
True,|helyett|,|helyett|,|helyett|,|helyett|,|helyett|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|amely|,|amely|,|amely|,|amely|,|amely|
True,|az|,|az|,|az|,|az|,|az|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|alap|,|alapa|,|alap|,|alapja|,|alapja|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|a|,|a|,|a|,|a|,|a|
True,|három|,|három|,|három|,|három|,|három|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
True,|elv|,|elv|,|elv|,|elvét|,|elvét|
True,|kell|,|kell|,|kell|,|kéne|,|kéne|
True,|használ|,|használ|,|használ|,|használni|,|használni|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|a|,|a|,|a|,|a|,|a|
True,|három|,|három|,|három|,|három|,|három|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
True,|elv|,|elv|,|elv|,|elve|,|elve|
False,|alap|,|alapa|,|alap|,|alapján|,|alapján|
False,|lesz|,|van|,|van|,|lehetne|,|lehetne|
True,|egy|,|egy|,|egy|,|egy|,|egy|
False,|olyan|,|None|,|olyan|,|olyan|,|olyan|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Uniót|,|Uniót|
True,|felépít|,|felépít|,|felépít|,|felépíteni|,|felépíteni|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|amely|,|amely|,|amely|,|amely|,|amely|
True,|nem|,|nem|,|nem|,|nem|,|nem|
True,|a|,|a|,|a|,|a|,|a|
True,|neoliberalizmus|,|neoliberalizmus|,|neoliberalizmus|,|neoliberalizmus|,|neoliberalizmus|
False,|alap|,|alapa|,|alap|,|alapján|,|alapján|
True,|áll|,|áll|,|áll|,|áll|,|áll|
False,|.|,|None|,|.|,|.|,|.|
True,|ez|,|ez|,|ez|,|Ez|,|Ez|
True,|a|,|a|,|a|,|a|,|a|
True,|három|,|három|,|három|,|három|,|három|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
True,|a|,|a|,|a|,|a|,|a|
False,|fogyasztók|,|fogyasztó|,|fogyasztó|,|fogyasztókért|,|fogyasztókért|
True,|való|,|való|,|való|,|való|,|való|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|a|,|a|,|a|,|a|,|a|
True,|természet|,|természet|,|természet|,|természetért|,|természetért|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|a|,|a|,|a|,|a|,|a|
False,|Föld|,|föld|,|föld|,|Földért|,|Földért|
True,|való|,|való|,|való|,|való|,|való|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
True,|és|,|és|,|és|,|és|,|és|
True,|a|,|a|,|a|,|a|,|a|
True,|társadalom|,|társadalom|,|társadalom|,|társadalomért|,|társadalomért|
True,|való|,|való|,|való|,|való|,|való|
True,|felelősség|,|felelősség|,|felelősség|,|felelősség|,|felelősség|
False,|.|,|None|,|.|,|.|,|.|
True,|mi|,|mi|,|mi|,|Mi|,|Mi|
True,|ez|,|ez|,|ez|,|ennek|,|ennek|
True,|most|,|most|,|most|,|most|,|most|
True,|az|,|az|,|az|,|az|,|az|
True,|aktualitás|,|aktualitás|,|aktualitás|,|aktualitása|,|aktualitása|
False,|?|,|None|,|?|,|?|,|?|
True,|az|,|az|,|az|,|Azt|,|Azt|
True,|lát|,|lát|,|lát|,|látjuk|,|látjuk|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|a|,|a|,|a|,|a|,|a|
True,|külügyminiszter|,|külügyminiszter|,|külügyminiszter|,|külügyminiszter|,|külügyminiszter|
True,|ez|,|ez|,|ez|,|ezt|,|ezt|
False,|be|,|None|,|be|,|be|,|be|
True,|is|,|is|,|is|,|is|,|is|
True,|jelent|,|jelent|,|jelent|,|jelentette|,|jelentette|
False,"|,|",|None|,"|,|","|,|","|,|"
True,|hogy|,|hogy|,|hogy|,|hogy|,|hogy|
True,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|,|Magyarország|
True,|most|,|most|,|most|,|most|,|most|
True,|éppen|,|éppen|,|éppen|,|éppen|,|éppen|
True,|az|,|az|,|az|,|az|,|az|
False,|Egyesült|,|None|,|egyesült|,|Egyesült|,|Egyesült|
True,|Államok|,|Államok|,|Államok|,|Államokkal|,|Államokkal|
True,|és|,|és|,|és|,|és|,|és|
True,|az|,|az|,|az|,|az|,|az|
False,|Európai|,|None|,|európai|,|Európai|,|Európai|
False,|Unió|,|None|,|unió|,|Unió|,|Unió|
False,|legtöbb|,|None|,|sok|,|legtöbb|,|legtöbb|
