mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,ELNÖK,ELNÖK
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ülésének|,|ülésének|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|1.|,|1.|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ülésnapját|,|ülésnapját|
True,|VERB|,|VERB|,|VERB|,|VERB|,|megnyitom|,|megnyitom|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
True,|VERB|,|VERB|,|VERB|,|VERB|,|Tájékoztatom|,|Tájékoztatom|
False,|NOUN|,|NOUN|,|PRON|,|PRON|,|önöket|,|önöket|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ülés|,|ülés|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|vezetésében|,|vezetésében|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Szűcs|,|Szűcs|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Lajos|,|Lajos|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|ADJ|,|ADJ|,|Hiszékeny|,|Hiszékeny|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Dezső|,|Dezső|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|jegyző|,|jegyző|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|urak|,|urak|
False,|VERB|,|AUX|,|VERB|,|VERB|,|lesznek|,|lesznek|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|segítségemre|,|segítségemre|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
True,|VERB|,|VERB|,|VERB|,|VERB|,|Köszöntök|,|Köszöntök|
True,|PRON|,|PRON|,|PRON|,|PRON|,|mindenkit|,|mindenkit|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|aki|,|aki|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|figyelemmel|,|figyelemmel|
True,|VERB|,|VERB|,|VERB|,|VERB|,|kíséri|,|kíséri|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|munkánkat|,|munkánkat|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|NOUN|,|NOUN|,|ADJ|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Ház|,|Ház|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|!|,|!|
True,|VERB|,|VERB|,|VERB|,|VERB|,|Tájékoztatom|,|Tájékoztatom|
False,|NOUN|,|NOUN|,|PRON|,|PRON|,|önöket|,|önöket|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|kormány|,|kormány|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Országgyűlésről|,|Országgyűlésről|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|szóló|,|szóló|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|törvény|,|törvény|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|35.|,|35.|
False,|PUNCT|,|PUNCT|,|NOUN|,|NOUN|,|§|,|§|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|(|,|(|
False,|PROPN|,|PROPN|,|NUM|,|ADJ|,|1|,|1)|
huspacy,|PUNCT|,|PUNCT|,|[]|,,|)|,
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|bekezdésében|,|bekezdésében|
False,|NOUN|,|NOUN|,|ADJ|,|ADJ|,|foglaltak|,|foglaltak|
False,|NOUN|,|NOUN|,|ADP|,|NOUN|,|alapján|,|alapján|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Országgyűlés|,|Országgyűlés|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|rendkívüli|,|rendkívüli|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ülésének|,|ülésének|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|összehívását|,|összehívását|
True,|VERB|,|VERB|,|VERB|,|VERB|,|kezdeményezte|,|kezdeményezte|
False,|ADJ|,|VERB|,|ADJ|,|ADJ|,|2022.|,|2022.|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|június|,|június|
False,|NOUN|,|NOUN|,|NUM|,|NOUN|,|20-a|,|20-a|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|június|,|június|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|24e|,|24e|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|közötti|,|közötti|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|időre|,|időre|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|DET|,|DET|,|NOUN|,|DET|,|A|,|A|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|levelet|,|levelet|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
True,|PRON|,|PRON|,|PRON|,|PRON|,|annak|,|annak|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|mellékletét|,|mellékletét|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|valamint|,|valamint|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Fidesz|,|Fidesz|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|képviselőcsoportjának|,|képviselőcsoportjának|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|indítványát|,|indítványát|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|rendkívüli|,|rendkívüli|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ülés|,|ülés|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|napirendi|,|napirendi|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|javaslatának|,|javaslatának|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|kiegészítésére|,|kiegészítésére|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|vonatkozóan|,|vonatkozóan|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|honlapon|,|honlapon|
True,|VERB|,|VERB|,|VERB|,|VERB|,|megismerhették|,|megismerhették|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|NOUN|,|NOUN|,|ADJ|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|!|,|!|
True,|ADV|,|ADV|,|ADV|,|ADV|,|Most|,|Most|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|napirend|,|napirend|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|előtti|,|előtti|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|hozzászólásokra|,|hozzászólásokra|
True,|VERB|,|VERB|,|VERB|,|VERB|,|kerül|,|kerül|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|sor|,|sor|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|NOUN|,|PROPN|,|ADJ|,|ADJ|,|Elsőként|,|Elsőként|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Ungár|,|Ungár|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Péter|,|Péter|
False,|NOUN|,|ADJ|,|NOUN|,|ADJ|,|frakcióvezető|,|frakcióvezető|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|úrnak|,|úrnak|
True,|VERB|,|VERB|,|VERB|,|VERB|,|adom|,|adom|
True,|PART|,|PART|,|PART|,|PART|,|meg|,|meg|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|szót|,|szót|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|NOUN|,|NOUN|,|ADP|,|ADP|,|részéről|,|részéről|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
True,|VERB|,|VERB|,|VERB|,|VERB|,|Parancsoljon|,|Parancsoljon|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|!|,|!|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|UNGÁR|,|UNGÁR|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|PÉTER|,|PÉTER|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|(|,|(|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|LMP|,|LMP|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|):|,|):|
True,|VERB|,|VERB|,|VERB|,|VERB|,|Köszönöm|,|Köszönöm|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|szót|,|szót|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|NOUN|,|NOUN|,|ADJ|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|!|,|!|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|Összességében|,|Összességében|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NUM|,|NUM|,|NUM|,|NUM|,|1990|,|1990|
True,|ADP|,|ADP|,|ADP|,|ADP|,|óta|,|óta|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|tartó|,|tartó|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|folyamat|,|folyamat|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|amely|,|amely|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
False,|NOUN|,|NOUN|,|PROPN|,|PROPN|,|EU-integráció|,|EU-integráció|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|folyamata|,|folyamata|
False,|AUX|,|AUX|,|VERB|,|VERB|,|volt|,|volt|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|ADV|,|ADV|,|ADV|,|ADV|,|nagyon|,|nagyon|
False,|DET|,|DET|,|NUM|,|NUM|,|sok|,|sok|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|előnnyel|,|előnnyel|
True,|VERB|,|VERB|,|VERB|,|VERB|,|járt|,|járt|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Magyarország|,|Magyarország|
True,|ADP|,|ADP|,|ADP|,|ADP|,|számára|,|számára|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|tervgazdaság|,|tervgazdaság|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|romjain|,|romjain|
False,|VERB|,|VERB|,|VERB|,|ADJ|,|kialakult|,|kialakult|
False,|DET|,|DET|,|NOUN|,|DET|,|egy|,|egy|
False,|ADJ|,|ADJ|,|PRON|,|PRON|,|olyan|,|olyan|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|gazdaság|,|gazdaság|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|amelyben|,|amelyben|
False,|DET|,|DET|,|NUM|,|NUM|,|több|,|több|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|szabadsága|,|szabadsága|
True,|VERB|,|VERB|,|VERB|,|VERB|,|van|,|van|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|embereknek|,|embereknek|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|DET|,|DET|,|NOUN|,|DET|,|A|,|A|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|helyzet|,|helyzet|
True,|PRON|,|PRON|,|PRON|,|PRON|,|az|,|az|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|elmúlt|,|elmúlt|
True,|NUM|,|NUM|,|NUM|,|NUM|,|12|,|12|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|év|,|év|
True,|ADV|,|ADV|,|ADV|,|ADV|,|tulajdonképpen|,|tulajdonképpen|
True,|PRON|,|PRON|,|PRON|,|PRON|,|arról|,|arról|
True,|VERB|,|VERB|,|VERB|,|VERB|,|szólt|,|szólt|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|nemzetközi|,|nemzetközi|
False,|ADJ|,|ADJ|,|ADJ|,|NOUN|,|neoliberális|,|neoliberális|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|gazdasági|,|gazdasági|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|rendszerbe|,|rendszerbe|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|sikeresen|,|sikeresen|
True,|VERB|,|VERB|,|VERB|,|VERB|,|betagozódjon|,|betagozódjon|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|ország|,|ország|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|CCONJ|,|CCONJ|,|X|,|CONJ|,|de|,|de|
True,|ADV|,|ADV|,|ADV|,|ADV|,|nagyon|,|nagyon|
False,|DET|,|NUM|,|NUM|,|NUM|,|keveset|,|keveset|
False,|VERB|,|VERB|,|NOUN|,|VERB|,|beszéltünk|,|beszéltünk|
False,|DET|,|DET|,|PRON|,|PRON|,|azokról|,|azokról|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|hátrányokról|,|hátrányokról|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|amelyeket|,|amelyeket|
False,|DET|,|DET|,|PRON|,|PRON|,|ez|,|ez|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|elmúlt|,|elmúlt|
True,|NUM|,|NUM|,|NUM|,|NUM|,|30|,|30|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|év|,|év|
True,|VERB|,|VERB|,|VERB|,|VERB|,|okozott|,|okozott|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|DET|,|DET|,|NOUN|,|DET|,|A|,|A|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|magyar|,|magyar|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|feldolgozóipar|,|feldolgozóipar|
True,|VERB|,|VERB|,|VERB|,|VERB|,|megszűnt|,|megszűnt|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|agyelszívás|,|agyelszívás|
True,|ADP|,|ADP|,|ADP|,|ADP|,|miatt|,|miatt|
True,|ADV|,|ADV|,|ADV|,|ADV|,|tulajdonképpen|,|tulajdonképpen|
False,|ADJ|,|ADJ|,|PRON|,|PRON|,|olyan|,|olyan|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|embereket|,|embereket|
True,|VERB|,|VERB|,|VERB|,|VERB|,|képzünk|,|képzünk|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|akik|,|akik|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|nyugati|,|nyugati|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|bérelőny|,|bérelőny|
True,|ADP|,|ADP|,|ADP|,|ADP|,|miatt|,|miatt|
False,|ADV|,|ADV|,|NOUN|,|ADV|,|nem|,|nem|
True,|VERB|,|VERB|,|VERB|,|VERB|,|tudják|,|tudják|
True,|VERB|,|VERB|,|VERB|,|VERB|,|megtalálni|,|megtalálni|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Magyarországon|,|Magyarországon|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|számításukat|,|számításukat|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Thomas|,|Thomas|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Piketty|,|Piketty|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|közgazdász|,|közgazdász|
True,|PRON|,|PRON|,|PRON|,|PRON|,|azt|,|azt|
True,|VERB|,|VERB|,|VERB|,|VERB|,|mondta|,|mondta|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|azt|,|azt|
True,|VERB|,|VERB|,|VERB|,|VERB|,|számolta|,|számolta|
True,|ADV|,|ADV|,|ADV|,|ADV|,|ki|,|ki|
True,|ADV|,|ADV|,|ADV|,|ADV|,|nemrég|,|nemrég|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
True,|PRON|,|PRON|,|PRON|,|PRON|,|amennyi|,|amennyi|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|pénzt|,|pénzt|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Magyarország|,|Magyarország|
True,|VERB|,|VERB|,|VERB|,|VERB|,|kap|,|kap|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
False,|PROPN|,|PROPN|,|ADJ|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|NOUN|,|NOUN|,|Uniótól|,|Uniótól|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|támogatásként|,|támogatásként|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|PRON|,|PRON|,|PRON|,|PRON|,|annyi|,|annyi|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|pénzt|,|pénzt|
True,|ADV|,|ADV|,|ADV|,|ADV|,|ki|,|ki|
True,|ADV|,|ADV|,|ADV|,|ADV|,|is|,|is|
True,|VERB|,|VERB|,|VERB|,|VERB|,|visznek|,|visznek|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|nyugati|,|nyugati|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|cégek|,|cégek|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|profitként|,|profitként|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
True,|ADV|,|ADV|,|ADV|,|ADV|,|Tulajdonképpen|,|Tulajdonképpen|
True,|PRON|,|PRON|,|PRON|,|PRON|,|ez|,|ez|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|egyenleg|,|egyenleg|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|nullszaldós|,|nullszaldós|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,|.|,|.|
False,|DET|,|DET|,|NOUN|,|DET|,|A|,|A|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|helyzet|,|helyzet|
True,|PRON|,|PRON|,|PRON|,|PRON|,|az|,|az|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
True,|PROPN|,|PROPN|,|PROPN|,|PROPN|,|Magyarország|,|Magyarország|
False,|PRON|,|PRON|,|PRON|,|ADV|,|rá|,|rá|
False,|AUX|,|AUX|,|VERB|,|VERB|,|volt|,|volt|
True,|ADV|,|ADV|,|ADV|,|ADV|,|kényszerítve|,|kényszerítve|
False,|PRON|,|PRON|,|[]|,|PUNCT|,|’|,|’|
True,|NUM|,|NUM|,|NUM|,|NUM|,|90|,|90|
True,|ADP|,|ADP|,|ADP|,|ADP|,|óta|,|óta|
True,|PRON|,|PRON|,|PRON|,|PRON|,|arra|,|arra|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
True,|VERB|,|VERB|,|VERB|,|VERB|,|kiárusítsa|,|kiárusítsa|
False,|DET|,|DET|,|PRON|,|DET|,|az|,|az|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|állami|,|állami|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|vagyont|,|vagyont|
False,|NOUN|,|NOUN|,|ADJ|,|ADJ|,|nyugat-európaiaknak|,|nyugat-európaiaknak|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
True,|VERB|,|VERB|,|VERB|,|VERB|,|beengedje|,|beengedje|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|nyugati|,|nyugati|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|cégeket|,|cégeket|
False,|PUNCT|,|PUNCT|,|[]|,|PUNCT|,"|,|","|,|"
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
True,|SCONJ|,|SCONJ|,|SCONJ|,|SCONJ|,|hogy|,|hogy|
True,|VERB|,|VERB|,|VERB|,|VERB|,|megnyissa|,|megnyissa|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|határait|,|határait|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|külföldi|,|külföldi|
True,|NOUN|,|NOUN|,|NOUN|,|NOUN|,|áruk|,|áruk|
False,|CCONJ|,|CCONJ|,|CCONJ|,|CONJ|,|és|,|és|
False,|DET|,|DET|,|NOUN|,|DET|,|a|,|a|
True,|ADJ|,|ADJ|,|ADJ|,|ADJ|,|külföldi|,|külföldi|
